Time,Time Delta,oa_temp,ef4cmd,ef4opr,filter,freeze,humvalve,hwrtemp,hwvalve,outair,outaircmd,preheatintemp,preheatouttemp,preheattemp,preheatvalve,satemp,sfancmd,sfanopr,sfanstatic,sfansuc,sfanvfd,smoke,spacehumid,spacetemp,supplyhumid,vfdalarm,cwrtemp,cwvalve,face,rm433cwrtemp,rm433cwvalve,rm433temp,rm433tempalarm,rm609cwrtemp,rm609cwvalve,rm609temp,cfclevel,chillercmd,comp1oper,comp2oper,cwstemp,highsidepress,isovalves,lowsidepress,pump3cmd,pump3oper,mainchillercmd,pump5cmd,pump5oper,hhwsetpoint,hwstemp,oatmanadj,pump1acmd,pump1aoper,pump1bcmd,pump1boper,pump4cmd,pump4oper,steamvalve,valveposition,entrancelights,flr3lights,flr4lights,flr4temp,flr5lights,flr6lights,flr6temp,instrumentair,toiletexcmd,toiletexopr,pump6cmd,pump6oper,pump2cmd,pump2oper
2017-03-14 10:15:55.141573,540.964628,20.63,On,On,Off,Normal,0.00,142.57,51.02,Open,Open,29.61,29.97,49.51,100.00,64.48,On,On,On,On,80.0,On,15.73,65.90,7.13,On,249.45,0.00,53.36,61.81,0.00,68.41,Normal,59.69,2.64,71.79,0.0,On,Off,Off,77.50,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,146.63,20.63,On,On,On,On,Off,Off,33.78,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:15:58.105001,543.928056,20.63,On,On,Off,Normal,0.00,142.57,51.02,Open,Open,29.61,29.97,49.51,100.00,64.48,On,On,On,On,80.0,On,15.72,66.32,7.13,On,249.45,0.00,53.36,61.81,0.00,68.41,Normal,59.69,2.64,71.79,0.0,On,Off,Off,77.50,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,146.63,20.63,On,On,On,On,Off,Off,33.78,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:16:01.122554,546.945609,20.63,On,On,Off,Normal,0.00,142.57,50.76,Open,Open,29.61,29.97,49.55,100.00,64.38,On,On,On,On,80.0,On,15.72,66.32,7.26,On,249.45,0.00,53.31,61.84,0.00,68.51,Normal,59.69,2.64,71.79,0.0,On,Off,Off,77.50,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,146.63,20.63,On,On,On,On,Off,Off,33.78,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:16:04.116550,549.939605,20.63,On,On,Off,Normal,0.00,142.57,50.76,Open,Open,29.61,29.97,49.55,100.00,64.38,On,On,On,On,80.0,On,15.72,66.32,7.26,On,249.45,0.00,53.31,61.84,0.00,68.51,Normal,59.69,2.64,71.79,0.0,On,Off,Off,77.50,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,146.63,20.63,On,On,On,On,Off,Off,33.78,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:16:07.018083,552.841138,20.63,On,On,Off,Normal,0.00,142.57,50.76,Open,Open,29.61,29.97,49.55,100.00,64.38,On,On,On,On,80.0,On,15.72,66.32,7.26,On,249.45,0.00,53.31,61.84,0.00,68.51,Normal,59.89,3.81,71.90,0.0,On,Off,Off,77.50,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,146.63,20.63,On,On,On,On,Off,Off,33.78,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:16:10.042399,555.865454,20.63,On,On,Off,Normal,0.00,142.70,50.76,Open,Open,29.61,29.97,49.55,100.00,64.38,On,On,On,On,80.0,On,15.72,66.32,7.26,On,249.45,0.00,53.31,61.84,0.00,68.51,Normal,59.89,3.81,71.90,0.0,On,Off,Off,77.43,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,146.89,20.63,On,On,On,On,Off,Off,33.39,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:16:12.952042,558.775097,20.63,On,On,Off,Normal,0.00,142.70,50.76,Open,Open,29.61,29.97,49.55,100.00,64.38,On,On,On,On,80.0,On,15.72,67.62,7.26,On,249.45,0.00,53.31,61.84,0.00,68.51,Normal,59.89,3.81,71.90,0.0,On,Off,Off,77.43,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,146.89,20.63,On,On,On,On,Off,Off,33.39,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:16:15.755721,561.578776,20.63,On,On,Off,Normal,0.00,142.70,50.76,Open,Open,29.61,29.97,49.55,100.00,64.38,On,On,On,On,80.0,On,15.72,67.62,7.26,On,249.45,0.00,53.31,61.84,0.00,68.51,Normal,59.89,3.81,71.90,0.0,On,Off,Off,77.43,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,146.89,20.63,On,On,On,On,Off,Off,33.39,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:16:18.817695,564.64075,20.63,On,On,Off,Normal,0.00,142.70,50.76,Open,Open,29.61,29.97,49.55,100.00,64.38,On,On,On,On,80.0,On,15.72,67.62,7.26,On,249.45,0.00,53.31,61.84,0.00,68.51,Normal,59.74,3.81,71.81,0.0,On,Off,Off,77.43,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,146.89,20.63,On,On,On,On,Off,Off,33.39,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:16:21.654039,567.477094,20.63,On,On,Off,Normal,0.00,142.70,50.76,Open,Open,29.61,29.97,49.29,100.00,64.64,On,On,On,On,80.0,On,15.73,67.62,7.25,On,249.45,0.00,53.31,61.89,0.00,68.56,Normal,59.74,2.33,71.81,0.0,On,Off,Off,77.43,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,146.89,20.63,On,On,On,On,Off,Off,33.39,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:16:24.549592,570.372647,20.63,On,On,Off,Normal,0.00,142.91,50.17,Open,Open,29.61,29.97,49.29,100.00,64.64,On,On,On,On,80.0,On,15.73,65.58,7.25,On,249.45,0.00,53.44,61.89,0.00,68.56,Normal,59.74,2.33,71.81,0.0,On,Off,Off,77.43,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,147.02,20.63,On,On,On,On,Off,Off,33.27,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:16:27.452507,573.275562,20.63,On,On,Off,Normal,0.00,142.91,50.17,Open,Open,29.61,29.97,49.29,100.00,64.64,On,On,On,On,80.0,On,15.73,65.58,7.25,On,249.45,0.00,53.44,61.89,0.00,68.56,Normal,59.74,2.33,71.81,0.0,On,Off,Off,77.48,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,147.02,20.63,On,On,On,On,Off,Off,33.27,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:16:30.510409,576.333464,20.63,On,On,Off,Normal,0.00,142.91,50.17,Open,Open,29.61,29.97,49.29,100.00,64.64,On,On,On,On,80.0,On,15.73,65.58,7.25,On,249.45,0.00,53.44,61.89,0.00,68.56,Normal,59.74,2.33,71.81,0.0,On,Off,Off,77.48,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,147.02,20.63,On,On,On,On,Off,Off,33.27,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:16:33.565938,579.388993,20.63,On,On,Off,Normal,0.00,142.91,50.17,Open,Open,29.61,29.97,49.29,100.00,64.64,On,On,On,On,80.0,On,15.73,65.58,7.25,On,249.45,0.00,53.44,61.89,0.00,68.56,Normal,59.79,2.33,71.62,0.0,On,Off,Off,77.48,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,147.02,20.63,On,On,On,On,Off,Off,33.27,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:16:36.437234,582.260289,20.63,On,On,Off,Normal,0.00,142.91,50.17,Open,Open,29.61,29.97,49.29,100.00,64.64,On,On,On,On,80.0,On,15.69,65.58,7.25,On,249.45,0.00,53.44,61.89,0.00,68.56,Normal,59.79,0.00,71.62,0.0,On,Off,Off,77.48,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,147.02,20.63,On,On,On,On,Off,Off,33.27,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:16:39.375094,585.198149,20.63,On,On,Off,Normal,0.00,142.91,51.35,Open,Open,29.61,29.97,49.64,100.00,64.05,On,On,On,On,80.0,On,15.69,65.58,7.29,On,249.45,0.00,53.36,61.86,0.00,68.52,Normal,59.79,0.00,71.62,0.0,On,Off,Off,77.48,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,147.02,20.63,On,On,On,On,Off,Off,33.27,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:16:42.166576,587.989631,20.63,On,On,Off,Normal,0.00,142.91,51.35,Open,Open,29.61,29.97,49.64,100.00,64.05,On,On,On,On,80.0,On,15.69,65.58,7.29,On,249.45,0.00,53.36,61.86,0.00,68.52,Normal,59.79,0.00,71.62,0.0,On,Off,Off,77.48,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,147.02,20.63,On,On,On,On,Off,Off,33.27,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:16:44.993109,590.817165,20.63,On,On,Off,Normal,0.00,143.02,51.35,Open,Open,29.61,29.97,49.64,100.00,64.05,On,On,On,On,80.0,On,15.69,65.58,7.29,On,249.45,0.00,53.36,61.86,0.00,68.52,Normal,59.93,0.00,71.75,0.0,On,Off,Off,77.48,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,147.23,20.63,On,On,On,On,Off,Off,32.92,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:16:47.997974,593.821029,20.63,On,On,Off,Normal,0.00,143.02,51.35,Open,Open,29.61,29.97,49.64,100.00,64.05,On,On,On,On,80.0,On,15.69,65.58,7.29,On,249.45,0.00,53.36,61.86,0.00,68.52,Normal,59.93,1.11,71.75,0.0,On,Off,Off,77.48,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,147.23,20.63,On,On,On,On,Off,Off,32.92,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:16:50.879698,596.702753,20.63,On,On,Off,Normal,0.00,143.02,51.35,Open,Open,29.61,29.97,49.64,100.00,64.05,On,On,On,On,80.0,On,15.69,65.33,7.29,On,249.45,0.00,53.36,61.86,0.00,68.52,Normal,59.93,1.11,71.75,0.0,On,Off,Off,77.48,223.1,Secondary,209.6,On,On,Off,Off,Off,147.55,147.23,20.63,On,On,On,On,Off,Off,32.92,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:16:53.745576,599.568631,20.63,On,On,Off,Normal,0.00,143.02,51.35,Open,Open,29.61,29.97,49.64,100.00,64.05,On,On,On,On,80.0,On,15.69,65.33,7.29,On,249.45,0.00,53.36,61.86,0.00,68.52,Normal,59.93,1.11,71.75,0.0,On,Off,Off,77.48,223.1,Secondary,209.6,On,On,Off,Off,Off,147.55,147.23,20.63,On,On,On,On,Off,Off,32.92,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:16:56.547798,602.370853,20.63,On,On,Off,Normal,0.00,143.21,51.35,Open,Open,29.61,29.97,49.64,100.00,64.05,On,On,On,On,80.0,On,15.70,65.33,7.29,On,249.45,0.00,53.36,61.86,0.00,68.52,Normal,59.93,1.11,71.75,0.0,On,Off,Off,77.54,223.1,Secondary,209.6,On,On,Off,Off,Off,147.55,147.38,20.63,On,On,On,On,Off,Off,32.71,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:16:59.608904,605.431959,20.63,On,On,Off,Normal,0.00,143.21,51.99,Open,Open,29.61,29.97,49.64,100.00,64.05,On,On,On,On,80.0,On,15.70,65.33,7.29,On,249.45,0.00,53.25,61.86,0.00,68.52,Normal,59.93,1.11,71.75,0.0,On,Off,Off,77.54,223.1,Secondary,209.6,On,On,Off,Off,Off,147.55,147.38,20.63,On,On,On,On,Off,Off,32.71,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:17:02.535433,608.358989,20.63,On,On,Off,Normal,0.00,143.21,51.99,Open,Open,29.61,29.97,49.56,100.00,63.76,On,On,On,On,80.0,On,15.70,65.33,7.21,On,249.45,0.00,53.25,61.85,0.00,68.41,Normal,59.82,4.54,71.82,0.0,On,Off,Off,77.54,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,147.38,20.63,On,On,On,On,Off,Off,32.71,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:17:05.541024,611.364079,20.63,On,On,Off,Normal,0.00,143.21,51.99,Open,Open,29.61,29.97,49.56,100.00,63.76,On,On,On,On,80.0,On,15.70,67.57,7.21,On,249.45,0.00,53.25,61.85,0.00,68.41,Normal,59.82,4.54,71.82,0.0,On,Off,Off,77.54,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,147.38,20.63,On,On,On,On,Off,Off,32.71,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:17:08.407281,614.230336,20.63,On,On,Off,Normal,0.00,143.21,51.99,Open,Open,29.61,29.97,49.56,100.00,63.76,On,On,On,On,80.0,On,15.70,67.57,7.21,On,249.45,0.00,53.25,61.85,0.00,68.41,Normal,59.82,4.54,71.82,0.0,On,Off,Off,77.54,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,147.38,20.63,On,On,On,On,Off,Off,32.71,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:17:11.421021,617.244076,20.63,On,On,Off,Normal,0.00,143.34,51.99,Open,Open,29.61,29.97,49.56,100.00,63.76,On,On,On,On,80.0,On,15.70,67.57,7.21,On,249.45,0.00,53.25,61.85,0.00,68.41,Normal,59.82,4.54,71.82,0.0,On,Off,Off,77.54,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,147.59,20.63,On,On,On,On,Off,Off,32.34,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:17:14.416076,620.239131,20.63,On,On,Off,Normal,0.00,143.34,51.99,Open,Open,29.61,29.97,49.56,100.00,63.76,On,On,On,On,80.0,On,15.70,67.57,7.21,On,249.45,0.00,53.25,61.85,0.00,68.41,Normal,59.82,4.54,71.82,0.0,On,Off,Off,77.48,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,147.59,20.63,On,On,On,On,Off,Off,32.34,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:17:17.396080,623.219135,20.63,On,On,Off,Normal,0.00,143.34,52.54,Open,Open,29.61,29.97,49.72,100.00,63.54,On,On,On,On,80.0,On,15.72,67.57,7.33,On,249.45,0.00,53.42,61.62,0.00,68.44,Normal,59.73,6.27,72.16,0.0,On,Off,Off,77.48,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,147.59,20.63,On,On,On,On,Off,Off,32.34,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:17:20.402953,626.226008,20.63,On,On,Off,Normal,0.00,143.34,52.54,Open,Open,29.61,29.97,49.72,100.00,63.54,On,On,On,On,80.0,On,15.72,65.49,7.33,On,249.45,0.00,53.42,61.62,0.00,68.44,Normal,59.73,6.27,72.16,0.0,On,Off,Off,77.48,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,147.59,20.63,On,On,On,On,Off,Off,32.34,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:17:23.532989,629.356044,20.63,On,On,Off,Normal,0.00,143.34,52.54,Open,Open,29.61,29.97,49.72,100.00,63.54,On,On,On,On,80.0,On,15.72,65.49,7.33,On,249.45,0.00,53.42,61.62,0.00,68.44,Normal,59.73,6.27,72.16,0.0,On,Off,Off,77.48,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,147.59,20.63,On,On,On,On,Off,Off,32.34,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:17:26.485900,632.308955,20.63,On,On,Off,Normal,0.00,143.55,52.54,Open,Open,29.61,29.97,49.72,100.00,63.54,On,On,On,On,80.0,On,15.72,65.49,7.33,On,249.45,0.00,53.42,61.62,0.00,68.44,Normal,59.73,6.27,72.16,0.0,On,Off,Off,77.41,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,147.78,20.63,On,On,On,On,Off,Off,32.01,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:17:29.468449,635.291504,20.63,On,On,Off,Normal,0.00,143.55,52.54,Open,Open,29.61,29.97,49.72,100.00,63.54,On,On,On,On,80.0,On,15.72,65.49,7.33,On,249.45,0.00,53.42,61.62,0.00,68.44,Normal,59.73,6.27,71.90,0.0,On,Off,Off,77.41,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,147.78,20.63,On,On,On,On,Off,Off,32.01,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:17:32.370480,638.193535,20.63,On,On,Off,Normal,0.00,143.55,52.54,Open,Open,29.61,29.97,49.72,100.00,63.54,On,On,On,On,80.0,On,15.72,65.49,7.33,On,249.45,0.00,53.42,61.62,0.00,68.44,Normal,59.73,13.79,71.90,0.0,On,Off,Off,77.41,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,147.78,20.63,On,On,On,On,Off,Off,32.01,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:17:35.535027,641.358082,20.63,On,On,Off,Normal,0.00,143.55,52.84,Open,Open,29.61,29.97,49.46,100.00,63.47,On,On,On,On,80.0,On,15.75,65.32,7.14,On,249.45,0.00,53.21,61.83,0.00,68.48,Normal,59.73,13.79,71.90,0.0,On,Off,Off,77.41,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,147.78,20.63,On,On,On,On,Off,Off,32.01,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:17:38.482960,644.306515,20.63,On,On,Off,Normal,0.00,143.55,52.84,Open,Open,29.61,29.97,49.46,100.00,63.47,On,On,On,On,80.0,On,15.75,65.32,7.14,On,249.45,0.00,53.21,61.83,0.00,68.48,Normal,59.73,13.79,71.90,0.0,On,Off,Off,77.41,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,147.78,20.63,On,On,On,On,Off,Off,32.01,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:17:41.343060,647.166115,20.63,On,On,Off,Normal,0.00,143.55,52.84,Open,Open,29.61,29.97,49.46,100.00,63.47,On,On,On,On,80.0,On,15.75,65.32,7.14,On,249.45,0.00,53.21,61.83,0.00,68.48,Normal,59.73,13.79,71.90,0.0,On,Off,Off,77.41,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,147.78,20.63,On,On,On,On,Off,Off,32.01,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:17:44.240860,650.063915,20.63,On,On,Off,Normal,0.00,143.69,52.84,Open,Open,29.61,29.97,49.46,100.00,63.47,On,On,On,On,80.0,On,15.75,65.32,7.14,On,249.45,0.00,53.21,61.83,0.00,68.48,Normal,59.73,13.79,71.90,0.0,On,Off,Off,77.41,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,147.95,20.63,On,On,On,On,Off,Off,31.72,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:17:46.963258,652.786313,20.63,On,On,Off,Normal,0.00,143.69,52.84,Open,Open,29.61,29.97,49.46,100.00,63.47,On,On,On,On,80.0,On,15.75,67.13,7.14,On,249.45,0.00,53.21,61.83,0.00,68.48,Normal,59.73,8.98,71.85,0.0,On,Off,Off,77.41,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,147.95,20.63,On,On,On,On,Off,Off,31.72,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:17:49.966466,655.789521,20.63,On,On,Off,Normal,0.00,143.69,52.84,Open,Open,29.61,29.97,49.46,100.00,63.47,On,On,On,On,80.0,On,15.75,67.13,7.14,On,249.45,0.00,53.21,61.83,0.00,68.48,Normal,59.73,8.98,71.85,0.0,On,Off,Off,77.41,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,147.95,20.63,On,On,On,On,Off,Off,31.72,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:17:52.796677,658.619732,20.63,On,On,Off,Normal,0.00,143.69,52.84,Open,Open,29.61,29.97,49.39,100.00,63.11,On,On,On,On,80.0,On,15.71,67.13,7.27,On,249.45,0.00,53.21,61.86,0.00,68.48,Normal,59.73,8.98,71.85,0.0,On,Off,Off,77.41,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,147.95,20.63,On,On,On,On,Off,Off,31.72,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:17:55.544914,661.367969,20.63,On,On,Off,Normal,0.00,143.69,52.98,Open,Open,29.61,29.97,49.39,100.00,63.11,On,On,On,On,80.0,On,15.71,67.13,7.27,On,249.45,0.00,52.89,61.86,0.00,68.48,Normal,59.73,8.98,71.85,0.0,On,Off,Off,77.41,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,147.95,20.63,On,On,On,On,Off,Off,31.72,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:17:58.451324,664.274379,20.63,On,On,Off,Normal,0.00,143.91,52.98,Open,Open,29.61,29.97,49.39,100.00,63.11,On,On,On,On,80.0,On,15.71,67.13,7.27,On,249.45,0.00,52.89,61.86,0.00,68.48,Normal,59.73,8.98,71.85,0.0,On,Off,Off,77.50,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,148.15,20.63,On,On,On,On,Off,Off,31.30,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:18:01.695734,667.518789,20.63,On,On,Off,Normal,0.00,143.91,52.98,Open,Open,29.61,29.97,49.39,100.00,63.11,On,On,On,On,80.0,On,15.71,67.13,7.27,On,249.45,0.00,52.89,61.86,0.00,68.48,Normal,59.73,8.98,71.85,0.0,On,Off,Off,77.50,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,148.15,20.63,On,On,On,On,Off,Off,31.30,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:18:04.801606,670.624661,20.63,On,On,Off,Normal,0.00,143.91,52.98,Open,Open,29.61,29.97,49.39,100.00,63.11,On,On,On,On,80.0,On,15.71,66.76,7.27,On,249.45,0.00,52.89,61.86,0.00,68.48,Normal,59.57,3.56,71.78,0.0,On,Off,Off,77.50,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,148.15,20.63,On,On,On,On,Off,Off,31.30,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:18:07.625625,673.44868,20.63,On,On,Off,Normal,0.00,143.91,52.98,Open,Open,29.61,29.97,49.39,100.00,63.11,On,On,On,On,80.0,On,15.71,66.76,7.27,On,249.45,0.00,52.89,61.86,0.00,68.48,Normal,59.57,3.56,71.78,0.0,On,Off,Off,77.50,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,148.15,20.63,On,On,On,On,Off,Off,31.30,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:18:10.837882,676.660937,20.63,On,On,Off,Normal,0.00,143.91,53.01,Open,Open,29.61,29.97,49.40,100.00,63.09,On,On,On,On,80.0,On,15.79,66.76,7.26,On,249.45,0.00,53.03,61.70,0.00,68.58,Normal,59.57,3.56,71.78,0.0,On,Off,Off,77.50,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,148.15,20.63,On,On,On,On,Off,Off,31.30,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:18:13.636372,679.459427,20.63,On,On,Off,Normal,0.00,143.91,53.01,Open,Open,29.61,29.97,49.40,100.00,63.09,On,On,On,On,80.0,On,15.79,66.76,7.26,On,249.45,0.00,53.03,61.70,0.00,68.58,Normal,59.57,3.56,71.78,0.0,On,Off,Off,77.50,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,148.15,20.63,On,On,On,On,Off,Off,31.30,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:18:16.550938,682.373993,20.63,On,On,Off,Normal,0.00,144.03,53.01,Open,Open,29.61,29.97,49.40,100.00,63.09,On,On,On,On,80.0,On,15.79,66.19,7.26,On,249.45,0.00,53.03,61.70,0.00,68.58,Normal,59.57,3.56,71.78,0.0,On,Off,Off,77.55,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,148.30,20.63,On,On,On,On,Off,Off,31.02,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:18:19.520771,685.343826,20.63,On,On,Off,Normal,0.00,144.03,53.01,Open,Open,29.61,29.97,49.40,100.00,63.09,On,On,On,On,80.0,On,15.79,66.19,7.26,On,249.45,0.00,53.03,61.70,0.00,68.58,Normal,59.88,3.56,71.79,0.0,On,Off,Off,77.55,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,148.30,20.63,On,On,On,On,Off,Off,31.02,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:18:22.369951,688.193006,20.63,On,On,Off,Normal,0.00,144.03,53.01,Open,Open,29.61,29.97,49.40,100.00,63.09,On,On,On,On,80.0,On,15.79,66.19,7.26,On,249.45,0.00,53.03,61.70,0.00,68.58,Normal,59.88,2.06,71.79,0.0,On,Off,Off,77.55,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,148.30,20.63,On,On,On,On,Off,Off,31.02,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:18:25.165414,690.988469,20.63,On,On,Off,Normal,0.00,144.03,53.01,Open,Open,29.61,29.97,49.40,100.00,63.09,On,On,On,On,80.0,On,15.75,66.19,7.26,On,249.45,0.00,53.03,61.70,0.00,68.58,Normal,59.88,2.06,71.79,0.0,On,Off,Off,77.55,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,148.30,20.63,On,On,On,On,Off,Off,31.02,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
2017-03-14 10:18:28.248704,694.071759,20.63,On,On,Off,Normal,0.00,144.03,53.06,Open,Open,29.61,29.97,49.54,100.00,63.21,On,On,On,On,80.0,On,15.75,66.19,7.18,On,249.45,0.00,53.08,61.69,0.00,68.47,Normal,59.88,2.06,71.79,0.0,On,Off,Off,77.55,223.0,Secondary,209.6,On,On,Off,Off,Off,147.55,148.30,20.63,On,On,On,On,Off,Off,31.02,Heating,On,On,On,76.74,On,On,82.04,On,On,Off,On,On,On,On
