Time,Time Delta,n_flow,s_flow,e_flow,w_flow,c_flow,b_flow
36:06.9,36206.07178,4257.0,3901.0,7718.0,5795.0,3839.0,4885.0
38:10.7,36329.84786,4216.0,3882.0,6865.0,5789.0,3856.0,4922.0
40:14.1,36453.25992,4305.0,3895.0,6931.0,5724.0,3857.0,4934.0
42:26.7,36585.8265,4276.0,3939.0,6743.0,5708.0,3861.0,4863.0
44:52.6,36731.71485,4234.0,3935.0,6720.0,5483.0,3834.0,4895.0
46:56.3,36855.44393,4203.0,3967.0,6840.0,5457.0,3826.0,4841.0
49:25.3,37004.45045,4124.0,3882.0,7266.0,5524.0,3821.0,4919.0
51:34.7,37133.82185,4098.0,3784.0,7223.0,5449.0,3832.0,4944.0
54:12.6,37291.73488,4106.0,3872.0,6695.0,5405.0,3843.0,4960.0
56:18.7,37417.79609,4094.0,3933.0,6608.0,5417.0,3839.0,4934.0
58:26.7,37545.80341,4100.0,3958.0,6509.0,5263.0,3843.0,4866.0
00:36.2,37675.30882,4088.0,4087.0,6633.0,5223.0,3840.0,4843.0
02:39.6,37798.76188,4073.0,4067.0,6921.0,5178.0,3833.0,4919.0
04:46.2,37925.30312,4093.0,3982.0,7114.0,5198.0,3814.0,4903.0
06:54.3,38053.38744,4079.0,4045.0,7215.0,5208.0,3808.0,4875.0
09:02.2,38181.29985,4063.0,3995.0,6409.0,5268.0,3835.0,4942.0
11:09.9,38309.00516,4061.0,4095.0,6429.0,5270.0,3845.0,4542.0
13:19.2,38438.29955,4078.0,4080.0,6318.0,5251.0,3831.0,4677.0
15:26.4,38565.50783,4057.0,4040.0,6268.0,5193.0,3846.0,4807.0
17:35.8,38694.93623,4044.0,3970.0,6292.0,5184.0,3831.0,4850.0
19:39.3,38818.40129,4005.0,3922.0,6746.0,5175.0,3831.0,4795.0
21:44.6,38943.76946,4036.0,3885.0,6935.0,5125.0,3819.0,4877.0
23:50.2,39069.37365,4011.0,3859.0,6797.0,5108.0,3844.0,4893.0
25:59.8,39198.94706,4008.0,3830.0,6279.0,5068.0,3852.0,4925.0
28:03.2,39322.33312,3947.0,3912.0,6241.0,5057.0,3818.0,4908.0
30:11.2,39450.37244,3961.0,3915.0,6142.0,5023.0,3840.0,4968.0
32:23.9,39582.98803,4016.0,3830.0,6123.0,4987.0,3825.0,4937.0
34:43.7,39722.84703,3999.0,3775.0,6172.0,4893.0,3802.0,4932.0
36:47.4,39846.5131,3914.0,3873.0,6668.0,4915.0,3793.0,4931.0
38:59.7,39978.87867,3988.0,3867.0,6832.0,4924.0,3820.0,4869.0
41:03.3,40102.47874,3980.0,3945.0,6535.0,4929.0,3818.0,4934.0
43:10.3,40229.393,3946.0,3900.0,6102.0,4907.0,3851.0,4952.0
45:19.8,40358.90141,3918.0,3830.0,6009.0,4897.0,3838.0,4914.0
47:33.3,40492.39204,3955.0,3859.0,5967.0,4810.0,3807.0,4972.0
49:40.4,40619.55331,3946.0,3866.0,6320.0,4832.0,3797.0,4899.0
51:51.2,40750.31779,3909.0,3877.0,6613.0,4808.0,3775.0,4936.0
53:56.5,40875.58896,3870.0,4018.0,6787.0,4758.0,3771.0,4876.0
56:05.8,41004.95036,3865.0,4072.0,6261.0,4744.0,3797.0,4771.0
58:09.3,41128.40542,3850.0,4104.0,6271.0,4768.0,3811.0,4757.0
00:27.9,41267.01335,3891.0,4084.0,5943.0,4778.0,3798.0,4744.0
02:32.4,41391.54247,3830.0,4120.0,5887.0,4773.0,3804.0,4808.0
04:45.8,41524.9611,3829.0,3960.0,5904.0,4775.0,3815.0,4828.0
06:49.3,41648.42016,3762.0,3919.0,6027.0,4767.0,3796.0,4849.0
08:56.3,41775.47451,3747.0,3962.0,6470.0,4690.0,3796.0,4777.0
11:05.9,41905.03492,3747.0,3900.0,6500.0,4640.0,3805.0,4861.0
13:19.9,42039.00959,3723.0,3933.0,5794.0,4621.0,3832.0,4900.0
15:23.5,42162.63066,3728.0,3923.0,5764.0,4467.0,3796.0,4887.0
17:32.9,42291.99506,3706.0,3905.0,5638.0,4565.0,3813.0,4917.0
19:46.9,42426.00172,3696.0,3861.0,5676.0,4585.0,3796.0,4913.0
22:02.8,42561.90249,3669.0,3918.0,6043.0,4521.0,3789.0,4852.0
24:13.8,42692.97999,3726.0,3914.0,6001.0,4488.0,3790.0,4851.0
26:21.9,42821.03932,3601.0,4044.0,6357.0,4465.0,3773.0,4807.0
28:29.8,42948.93863,3629.0,4056.0,6506.0,4476.0,3783.0,4752.0
30:36.3,43075.43287,3627.0,4000.0,6376.0,4491.0,3823.0,4653.0
32:46.1,43205.18929,3623.0,4029.0,5592.0,4401.0,3836.0,4601.0
34:59.9,43338.98494,3658.0,3954.0,5467.0,4360.0,3825.0,4451.0
37:03.4,43462.50001,3652.0,3939.0,5470.0,4365.0,3828.0,4464.0
39:09.9,43589.07825,3580.0,3913.0,5523.0,4435.0,3811.0,4400.0
41:13.5,43712.62231,3567.0,3953.0,6009.0,4285.0,3807.0,4381.0
43:20.4,43839.49257,3558.0,3930.0,6410.0,4283.0,3787.0,4391.0
45:24.0,43963.15064,3538.0,3954.0,6362.0,4262.0,3793.0,4392.0
47:27.4,44086.4857,3566.0,3907.0,6059.0,4225.0,3788.0,4391.0
49:32.8,44211.90487,3582.0,3881.0,5610.0,4235.0,3800.0,4385.0
51:38.9,44337.98508,3557.0,3893.0,5485.0,4217.0,3815.0,4394.0
53:51.5,44470.58466,3547.0,3936.0,5413.0,4180.0,3823.0,4318.0
01:06.9,44906.04357,3499.0,3891.0,6255.0,4102.0,3766.0,4385.0
03:19.4,45038.52015,3492.0,3947.0,6256.0,4102.0,3749.0,4315.0
05:22.9,45162.05521,3492.0,3911.0,5903.0,4065.0,3780.0,4374.0
07:33.9,45293.07583,3501.0,3890.0,5438.0,4059.0,3777.0,4378.0
09:57.0,45436.09801,3499.0,3873.0,5367.0,4054.0,3804.0,4318.0
12:18.4,45577.5201,3415.0,3898.0,5348.0,4019.0,3792.0,4190.0
12:18.4,45577.5201,3415.0,3898.0,5348.0,4019.0,3792.0,4190.0
25:42.3,46381.43408,3552.0,3909.0,5320.0,3861.0,3800.0,4364.0
27:45.9,46505.02115,3530.0,3822.0,5314.0,3893.0,3792.0,4314.0
30:04.4,46643.57107,3527.0,3854.0,5323.0,3846.0,3790.0,4150.0
32:33.5,46792.6426,3539.0,3782.0,5291.0,3830.0,3790.0,4375.0
34:51.5,46930.59449,3535.0,3866.0,5852.0,3808.0,3771.0,4365.0
36:55.0,47054.13155,3473.0,3871.0,6143.0,3839.0,3762.0,4146.0
39:25.4,47204.54016,3473.0,3833.0,6097.0,3857.0,3763.0,4293.0
41:31.4,47330.57337,3553.0,3757.0,6090.0,3863.0,3769.0,4312.0
43:51.4,47470.53337,3555.0,3830.0,6090.0,3877.0,3781.0,4155.0
46:21.4,47620.57495,3543.0,3752.0,5665.0,3863.0,3790.0,4352.0
48:31.0,47750.09536,3479.0,3875.0,5263.0,3818.0,3799.0,4354.0
50:52.5,47891.59645,3488.0,3800.0,5205.0,3858.0,3800.0,4347.0
53:09.7,48028.7893,3562.0,3849.0,5185.0,3844.0,3790.0,4330.0
55:49.1,48188.20542,3552.0,3853.0,5731.0,3815.0,3775.0,4278.0
58:07.5,48326.66534,3530.0,3794.0,6005.0,3786.0,3759.0,4257.0
00:13.5,48452.67055,3507.0,3909.0,6033.0,3754.0,3794.0,4319.0
23:41.2,0,5570.0,5662.0,7947.0,8257.0,3854.0,5269.0
25:55.0,133.799653,5484.0,5685.0,8089.0,8281.0,3824.0,5337.0
28:09.1,267.954326,5584.0,5640.0,8127.0,8293.0,3854.0,5339.0
30:34.9,413.718663,5610.0,5642.0,8126.0,8348.0,3841.0,5391.0
32:43.0,541.833991,5685.0,5610.0,8007.0,8487.0,3859.0,5450.0
34:57.9,676.772709,5688.0,5624.0,8064.0,8407.0,3856.0,5422.0
37:17.9,816.788718,5770.0,5630.0,8209.0,8436.0,3864.0,5449.0
39:23.0,941.816869,5764.0,5610.0,8170.0,8454.0,3860.0,5434.0
41:44.6,1083.399967,5823.0,5686.0,8124.0,8465.0,3866.0,5482.0
43:57.0,1215.821541,5899.0,5638.0,8141.0,8454.0,3870.0,5456.0
46:05.0,1343.807861,5914.0,5728.0,8241.0,8471.0,3873.0,5486.0
48:08.5,1467.328926,5798.0,5661.0,8262.0,8531.0,3883.0,5506.0
50:16.5,1595.358249,5802.0,5687.0,8824.0,8547.0,3925.0,5466.0
52:26.1,1724.92866,5816.0,5684.0,8892.0,8529.0,3907.0,5446.0
54:35.9,1854.767086,5994.0,5736.0,8429.0,8563.0,3921.0,5499.0
56:41.0,1979.83624,6009.0,5897.0,8370.0,8565.0,3927.0,5469.0
58:54.9,2113.786902,6069.0,5921.0,8450.0,8618.0,3912.0,5431.0
01:00.9,2239.747106,5944.0,5932.0,8423.0,8608.0,3924.0,5456.0
03:04.5,2363.390178,6023.0,5887.0,8521.0,8609.0,3916.0,5444.0
05:11.0,2489.876413,6072.0,5867.0,9178.0,8643.0,3907.0,5440.0
07:23.7,2622.573196,6190.0,5870.0,8760.0,8593.0,3926.0,5448.0
09:28.9,2747.763357,6180.0,5907.0,8757.0,8600.0,3949.0,5469.0
11:43.0,2881.824025,6182.0,5918.0,8622.0,8619.0,3937.0,5454.0
13:48.5,3007.312202,6284.0,5911.0,8630.0,8631.0,3928.0,5469.0
16:02.0,3140.831839,6271.0,5929.0,8717.0,8666.0,3928.0,5449.0
18:10.0,3268.82616,6287.0,5943.0,9251.0,8649.0,3923.0,5471.0
20:18.0,3396.837482,6365.0,5938.0,8883.0,8674.0,3921.0,5511.0
22:21.4,3520.287543,6509.0,5966.0,9031.0,8634.0,3940.0,5520.0
24:28.0,3646.834781,6460.0,5969.0,9081.0,8721.0,3962.0,5507.0
26:31.4,3770.25384,6482.0,5986.0,8964.0,8722.0,3957.0,5512.0
28:38.2,3897.054093,6553.0,5978.0,8993.0,8722.0,3944.0,5483.0
30:46.0,4024.8054,6568.0,5982.0,9030.0,8720.0,3956.0,5493.0
32:51.2,4150.067564,6551.0,5945.0,9502.0,8667.0,3939.0,5436.0
34:58.1,4276.915819,6624.0,5931.0,9747.0,8725.0,3952.0,5432.0
37:01.5,4400.36588,6619.0,5946.0,9198.0,8815.0,3956.0,5527.0
39:08.7,4527.532154,6591.0,5915.0,9148.0,8836.0,3964.0,5504.0
41:18.1,4656.914554,6603.0,5937.0,8999.0,8821.0,3974.0,5500.0
43:24.2,4783.008766,6709.0,5989.0,9087.0,8772.0,3975.0,5526.0
45:32.1,4910.951084,6664.0,5941.0,9159.0,8769.0,3961.0,5500.0
47:36.0,5034.800168,6720.0,5919.0,9646.0,8769.0,3952.0,5475.0
49:42.2,5161.001386,6711.0,5898.0,9742.0,8788.0,3974.0,5455.0
51:48.1,5286.958591,6682.0,5908.0,9104.0,8816.0,3971.0,5492.0
53:52.5,5411.365706,6805.0,5967.0,9160.0,8864.0,3982.0,5493.0
56:00.2,5539.027008,6819.0,5784.0,9077.0,8805.0,3992.0,5507.0
58:14.1,5672.99267,6739.0,5714.0,9210.0,8845.0,3996.0,5555.0
00:20.0,5798.850869,6793.0,5818.0,9674.0,8832.0,3985.0,5525.0
02:23.6,5922.410936,6764.0,5781.0,9840.0,8821.0,3962.0,5512.0
04:37.5,6056.362598,6782.0,5750.0,9502.0,8858.0,3999.0,5512.0
06:44.1,6182.951838,6850.0,5769.0,9427.0,8860.0,3981.0,5519.0
08:47.6,6306.419021,6747.0,5800.0,9330.0,8891.0,3983.0,5519.0
10:54.1,6432.960259,6779.0,5927.0,9349.0,8870.0,3997.0,5519.0
13:00.2,6559.095473,6782.0,5765.0,9470.0,8896.0,3976.0,5512.0
15:08.1,6686.958787,6802.0,5830.0,9792.0,8873.0,3964.0,5500.0
17:12.6,6811.477909,6758.0,5801.0,10022.0,8860.0,3987.0,5469.0
19:28.1,6946.945657,6818.0,5891.0,9615.0,8935.0,3995.0,5508.0
21:30.3,7069.192649,6796.0,5761.0,9502.0,8757.0,3973.0,5486.0
23:37.1,7195.908897,6708.0,5813.0,9466.0,8668.0,3913.0,5360.0
25:42.2,7321.080056,6798.0,5942.0,9772.0,8719.0,3920.0,5344.0
27:49.1,7447.986315,6847.0,5880.0,10207.0,8891.0,3968.0,5447.0
29:54.1,7572.956463,6836.0,5887.0,10519.0,8848.0,3955.0,5419.0
32:00.2,7699.034674,6853.0,5918.0,10766.0,8897.0,3973.0,5429.0
34:06.1,7824.962877,6868.0,5893.0,10425.0,8930.0,4003.0,5473.0
36:08.3,7947.165866,6925.0,5958.0,10038.0,8949.0,4033.0,5524.0
38:16.2,8075.010179,6835.0,5962.0,10008.0,8231.0,4035.0,5455.0
40:18.8,8197.694196,6932.0,5944.0,10068.0,8311.0,4051.0,5528.0
42:28.3,8327.1446,6937.0,5944.0,10102.0,8302.0,4053.0,5479.0
44:48.2,8466.998599,7000.0,5926.0,10580.0,8254.0,4004.0,5479.0
46:51.9,8590.713675,6947.0,5936.0,10859.0,8264.0,3998.0,5450.0
49:02.6,8721.486155,6907.0,5896.0,10960.0,8203.0,4000.0,5452.0
51:06.1,8844.996219,6828.0,5872.0,11026.0,8189.0,3986.0,5444.0
53:09.6,8968.44828,6896.0,5841.0,11007.0,8083.0,4008.0,5445.0
55:22.2,9100.997862,6820.0,5808.0,11018.0,8026.0,3993.0,5468.0
57:32.7,9231.57433,6893.0,5802.0,10985.0,8045.0,3992.0,5458.0
59:37.7,9356.509476,6849.0,5793.0,11033.0,8004.0,4005.0,5475.0
01:42.7,9481.511626,6763.0,5787.0,11053.0,7900.0,3982.0,5476.0
03:46.1,9604.967687,6855.0,5769.0,10951.0,7831.0,3989.0,5443.0
05:50.0,9728.860774,6821.0,5780.0,10540.0,7883.0,3999.0,5439.0
07:55.3,9854.132002,6862.0,5766.0,10690.0,7858.0,4000.0,5460.0
10:29.2,10008.07681,6754.0,5720.0,10921.0,7904.0,3993.0,5494.0
12:32.6,10131.44386,6762.0,5718.0,10905.0,7901.0,4012.0,5458.0
14:36.2,10255.03393,6730.0,5690.0,10892.0,7939.0,4010.0,5435.0
16:41.3,10380.15809,6809.0,5723.0,10942.0,7900.0,4005.0,5452.0
18:49.2,10508.0594,6884.0,5688.0,10511.0,7948.0,4033.0,5484.0
20:52.8,10631.60247,6853.0,5748.0,9923.0,8010.0,4029.0,5496.0
22:59.2,10758.0507,6802.0,5785.0,9801.0,8014.0,4038.0,5490.0
25:11.2,10890.00825,6812.0,5739.0,10196.0,7998.0,4034.0,5481.0
27:19.1,11017.96757,6740.0,5754.0,10444.0,7943.0,4003.0,5466.0
29:22.7,11141.54064,6776.0,5720.0,10668.0,7945.0,3989.0,5424.0
31:29.3,11268.16088,6810.0,5668.0,10652.0,7986.0,3984.0,5455.0
33:32.7,11391.56794,6804.0,5668.0,10210.0,7994.0,3986.0,5477.0
35:38.0,11516.89111,6812.0,5729.0,9917.0,8034.0,4024.0,5482.0
37:47.5,11646.31551,6764.0,5736.0,9773.0,8021.0,4030.0,5482.0
39:55.2,11774.08082,6771.0,5751.0,9836.0,8045.0,4025.0,5498.0
42:01.3,11900.12603,6742.0,5718.0,10390.0,8038.0,4022.0,5483.0
44:08.0,12026.83227,6754.0,5730.0,10635.0,7999.0,4019.0,5444.0
46:13.3,12152.13244,6756.0,5713.0,10695.0,8087.0,4016.0,5440.0
48:19.4,12278.20665,6777.0,5714.0,10682.0,8103.0,4010.0,5407.0
50:25.3,12404.10085,6766.0,5770.0,9838.0,8157.0,4039.0,5482.0
52:33.2,12532.05917,6770.0,5790.0,9790.0,8120.0,4039.0,5476.0
54:39.3,12658.16138,6762.0,5779.0,9710.0,8088.0,4049.0,5489.0
56:47.3,12786.19471,6781.0,5759.0,9696.0,8083.0,4047.0,5492.0
58:54.2,12912.99796,6686.0,5728.0,10287.0,8015.0,4016.0,5431.0
01:04.1,13042.90139,6744.0,5738.0,10388.0,7985.0,4040.0,5443.0
03:19.4,13178.23113,6701.0,5826.0,9825.0,8074.0,4029.0,5443.0
05:31.3,13310.12567,6843.0,5839.0,9751.0,8041.0,4038.0,5468.0
07:37.2,13436.09098,6845.0,5823.0,9705.0,8009.0,4048.0,5460.0
12:36.3,0,6813.0,5790.0,10544.0,8058.0,4019.0,5406.0
14:41.3,125.054153,6782.0,5767.0,9955.0,8115.0,4042.0,5426.0
16:48.0,251.677395,6784.0,5813.0,9811.0,8178.0,4045.0,5472.0
18:53.4,377.071567,6811.0,5799.0,9619.0,8170.0,4052.0,5457.0
20:59.4,503.075774,6690.0,5795.0,9648.0,8240.0,4044.0,5477.0
23:07.4,631.1471,6756.0,5809.0,10103.0,8215.0,4046.0,5433.0
25:15.4,759.164422,6683.0,5784.0,10439.0,8198.0,4010.0,5444.0
27:35.4,899.118427,6734.0,5713.0,10487.0,8216.0,4012.0,5450.0
29:43.4,1027.124748,6727.0,5692.0,10487.0,8198.0,3998.0,5444.0
31:46.9,1150.609811,6751.0,5680.0,10492.0,8231.0,4003.0,5448.0
33:53.4,1277.121047,6648.0,5666.0,10083.0,8204.0,4013.0,5485.0
36:01.7,1405.409385,6755.0,5657.0,9662.0,8200.0,4046.0,5499.0
38:09.4,1533.110689,6765.0,5718.0,9682.0,8007.0,4044.0,5539.0
40:35.3,1679.013034,6646.0,5765.0,9710.0,7907.0,4042.0,5537.0
42:38.8,1802.514098,6721.0,5647.0,10305.0,7777.0,4025.0,5504.0
45:03.4,1947.079367,6657.0,5624.0,10489.0,7669.0,4045.0,5526.0
47:23.4,2087.078374,6682.0,5633.0,10463.0,7560.0,4045.0,5520.0
49:34.4,2218.070866,6741.0,5594.0,10489.0,7472.0,4048.0,5549.0
51:39.6,2343.282028,6598.0,5555.0,10367.0,7410.0,4049.0,5532.0
53:59.3,2483.044022,6577.0,5534.0,10420.0,7275.0,4031.0,5511.0
56:02.9,2606.595089,6687.0,5544.0,10355.0,7238.0,4064.0,5523.0
58:16.9,2740.589753,6580.0,5496.0,10294.0,7020.0,4070.0,5525.0
00:27.9,2871.624247,6633.0,5480.0,10161.0,6974.0,4054.0,5530.0
02:37.4,3001.159656,6535.0,5537.0,10144.0,6869.0,4061.0,5527.0
04:41.3,3124.970738,6457.0,5584.0,10074.0,6889.0,4063.0,5497.0
06:47.4,3251.123954,6383.0,5537.0,10084.0,6857.0,4066.0,5477.0
09:01.4,3385.110701,6425.0,5426.0,10067.0,6758.0,4055.0,5505.0
11:09.5,3513.264031,6400.0,5530.0,10068.0,6637.0,4013.0,5495.0
13:17.5,3641.270353,6427.0,5507.0,10023.0,6650.0,4039.0,5471.0
15:25.6,3769.283675,6418.0,5487.0,9988.0,6608.0,4024.0,5425.0
17:33.4,3897.078984,6422.0,5481.0,10026.0,6548.0,4011.0,5467.0
19:35.6,4019.323976,6354.0,5537.0,10017.0,6498.0,4016.0,5409.0
21:43.4,4147.133286,6385.0,5554.0,9847.0,6479.0,4025.0,5386.0
23:50.1,4273.77853,6349.0,5527.0,9701.0,6428.0,4048.0,5397.0
25:59.4,4403.101927,6394.0,5479.0,9723.0,6397.0,4018.0,5356.0
28:06.0,4529.763172,6375.0,5470.0,9822.0,6397.0,4022.0,5377.0
30:11.5,4655.182345,6306.0,5458.0,9814.0,6396.0,4011.0,5379.0
32:19.5,4783.225669,6318.0,5470.0,9820.0,6390.0,4007.0,5367.0
34:23.5,4907.177758,6240.0,5451.0,9825.0,6359.0,3987.0,5415.0
36:27.4,5031.16085,6298.0,5444.0,9823.0,6353.0,3992.0,5434.0
38:32.5,5156.206002,6197.0,5400.0,9834.0,6297.0,3976.0,5434.0
40:49.9,5293.599861,6178.0,5387.0,9867.0,6264.0,3984.0,5392.0
42:56.5,5420.189101,6172.0,5378.0,9744.0,6253.0,3966.0,5385.0
45:01.5,5545.258255,6112.0,5398.0,9179.0,6311.0,3962.0,5385.0
47:05.6,5669.340352,6118.0,5411.0,8916.0,6353.0,3975.0,5428.0
49:12.5,5796.199608,6101.0,5399.0,8996.0,6273.0,3978.0,5359.0
51:18.9,5922.602837,6055.0,5395.0,9148.0,6214.0,3961.0,5389.0
53:28.9,6052.634275,6100.0,5366.0,9542.0,6169.0,3944.0,5350.0
55:34.5,6178.195456,6096.0,5363.0,9479.0,6104.0,3971.0,5359.0
57:38.1,6301.780525,6140.0,5263.0,9446.0,6043.0,3973.0,5356.0
59:46.0,6429.705842,6140.0,5241.0,9389.0,6086.0,3978.0,5360.0
01:49.6,6553.369915,6076.0,5255.0,9292.0,6084.0,3970.0,5345.0
03:56.5,6680.238172,6168.0,5239.0,9281.0,5947.0,3962.0,5359.0
06:11.5,6815.258894,6185.0,5291.0,8485.0,6051.0,3967.0,5316.0
08:24.5,6948.267598,6222.0,5320.0,8433.0,6026.0,3960.0,5318.0
10:32.0,7075.723888,6291.0,5244.0,8674.0,6062.0,3964.0,5306.0
12:45.6,7209.321529,6233.0,5264.0,8880.0,5927.0,3959.0,5338.0
14:56.6,7340.27802,6238.0,5173.0,9163.0,5950.0,3955.0,5342.0
17:07.0,7470.71348,6252.0,5253.0,8623.0,5896.0,3955.0,5347.0
19:12.5,7596.251661,6264.0,5174.0,8631.0,5810.0,3936.0,5346.0
21:22.3,7725.984081,6252.0,5227.0,8516.0,5844.0,3939.0,5355.0
23:26.5,7850.248188,6251.0,5170.0,8498.0,5836.0,3936.0,5355.0
25:29.9,7973.658247,6241.0,5169.0,8399.0,5809.0,3945.0,5354.0
27:36.6,8100.313491,6310.0,5161.0,7769.0,5845.0,3944.0,5355.0
29:44.1,8227.807783,6307.0,5221.0,7462.0,5810.0,3955.0,5362.0
31:50.2,8353.909996,6296.0,5207.0,7406.0,5865.0,3958.0,5385.0
33:59.1,8482.84037,6319.0,5223.0,7921.0,5912.0,3928.0,5332.0
36:16.3,8620.016216,6307.0,5158.0,8119.0,5818.0,3929.0,5325.0
38:24.6,8748.273552,6261.0,5102.0,8103.0,5901.0,3946.0,5286.0
40:28.1,8871.777616,6236.0,5188.0,8103.0,5929.0,3933.0,5243.0
42:34.2,8997.962834,6226.0,5123.0,8042.0,5929.0,3928.0,5273.0
44:46.6,9130.333405,6219.0,5168.0,7504.0,5890.0,3926.0,5320.0
46:50.1,9253.795467,6248.0,5111.0,7277.0,5941.0,3946.0,5307.0
48:53.6,9377.305531,6268.0,5233.0,7215.0,5960.0,3933.0,5326.0
51:01.6,9505.295852,6264.0,5165.0,7718.0,5920.0,3935.0,5266.0
53:08.0,9631.761085,6243.0,5135.0,7907.0,5878.0,3904.0,5263.0
55:21.6,9765.348726,6168.0,5149.0,8017.0,5778.0,3905.0,5293.0
57:28.2,9891.870962,6138.0,5144.0,8009.0,5729.0,3910.0,5227.0
59:31.7,10015.43203,6140.0,5166.0,7940.0,5792.0,3911.0,5224.0
01:38.1,10141.81926,6169.0,5146.0,8006.0,5758.0,3920.0,5292.0
03:44.6,10268.3695,6126.0,5054.0,7331.0,5771.0,3934.0,5296.0
05:54.2,10397.8769,6073.0,5040.0,7190.0,5812.0,3949.0,5344.0
08:00.7,10524.38223,6102.0,5119.0,7123.0,5784.0,3920.0,5385.0
10:11.6,10655.34672,6039.0,5035.0,7567.0,5755.0,3900.0,5328.0
12:30.2,10793.87964,6018.0,5077.0,7947.0,5709.0,3889.0,5259.0
14:33.7,10917.38171,5994.0,5021.0,7933.0,5744.0,3877.0,5247.0
16:40.7,11044.41697,5957.0,5031.0,7899.0,5708.0,3882.0,5271.0
19:01.1,11184.838,5965.0,5062.0,7635.0,5707.0,3887.0,5276.0
21:06.7,11310.42319,5961.0,5080.0,7016.0,5747.0,3873.0,5290.0
23:18.8,11442.47874,5872.0,5133.0,6909.0,5735.0,3889.0,5274.0
25:21.3,11564.98075,5903.0,5048.0,6965.0,5819.0,3885.0,5273.0
27:27.7,11691.41898,5893.0,5039.0,7442.0,5782.0,3870.0,5239.0
29:34.7,11818.37624,5857.0,5092.0,7477.0,5745.0,3849.0,5212.0
31:44.3,11948.05566,5813.0,5013.0,7659.0,5688.0,3848.0,5220.0
33:52.8,12076.54801,5850.0,5077.0,7615.0,5677.0,3859.0,5193.0
36:08.2,12211.91875,5840.0,5001.0,7639.0,5709.0,3865.0,5071.0
38:14.8,12338.51099,5785.0,5060.0,7525.0,5827.0,3869.0,5107.0
40:24.1,12467.79938,5755.0,5068.0,7543.0,5717.0,3870.0,5238.0
42:27.7,12591.44246,5758.0,5101.0,7507.0,5638.0,3859.0,5224.0
44:39.1,12722.78297,5710.0,5119.0,6794.0,5670.0,3877.0,5226.0
46:44.7,12848.40415,5727.0,5141.0,6824.0,5637.0,3899.0,5299.0
48:48.4,12972.11523,5610.0,5084.0,6779.0,5591.0,3885.0,5300.0
48:48.4,12972.11523,5610.0,5084.0,6779.0,5591.0,3885.0,5300.0
02:02.1,13765.81263,5502.0,4995.0,7313.0,4776.0,3796.0,5187.0
04:22.3,13905.98764,5505.0,5037.0,7435.0,4927.0,3801.0,5171.0
06:29.8,14033.47494,5461.0,4947.0,7474.0,4968.0,3794.0,5125.0
08:33.2,14156.90109,5423.0,4946.0,7027.0,4949.0,3810.0,5088.0
10:37.1,14280.78517,5409.0,4935.0,6709.0,4946.0,3808.0,5120.0
12:44.3,14407.97945,5438.0,4869.0,6509.0,4997.0,3819.0,5078.0
14:57.8,14541.56809,5365.0,4874.0,6867.0,4981.0,3810.0,5086.0
17:12.5,14676.18179,5321.0,4899.0,7294.0,4932.0,3771.0,5101.0
19:21.9,14805.59819,5249.0,4836.0,7321.0,4832.0,3798.0,5093.0
21:28.5,14932.26144,5355.0,4844.0,7298.0,4691.0,3780.0,5129.0
23:38.2,15061.88785,5309.0,4767.0,7202.0,4751.0,3784.0,5079.0
25:47.8,15191.52227,5238.0,4773.0,7233.0,4759.0,3789.0,5047.0
27:54.6,15318.36852,5309.0,4757.0,7270.0,4716.0,3786.0,5106.0
29:58.4,15442.1136,5222.0,4731.0,7216.0,4694.0,3781.0,5103.0
32:07.8,15571.539,5166.0,4730.0,6771.0,4576.0,3776.0,5092.0
34:15.1,15698.83628,5154.0,4805.0,6443.0,4589.0,3819.0,5114.0
36:18.8,15822.49036,5139.0,4787.0,6380.0,4611.0,3805.0,5147.0
38:37.3,15960.99328,5082.0,4763.0,6681.0,4699.0,3798.0,5098.0
40:43.9,16087.59752,5051.0,4726.0,7124.0,4892.0,3780.0,5105.0
42:47.4,16211.07658,5010.0,4697.0,7142.0,4791.0,3787.0,5087.0
44:52.2,16335.96272,4975.0,4713.0,7112.0,4758.0,3772.0,5074.0
47:07.4,16471.07845,4968.0,4638.0,7096.0,4532.0,3785.0,5071.0
49:12.4,16596.0726,4918.0,4650.0,7054.0,4528.0,3766.0,5059.0
51:17.4,16721.16076,4918.0,4599.0,7002.0,4479.0,3786.0,5031.0
53:26.4,16850.15413,4873.0,4621.0,6995.0,4451.0,3782.0,5067.0
55:30.3,16974.03022,4828.0,4622.0,6213.0,4652.0,3793.0,5055.0
57:32.9,17096.64623,4813.0,4604.0,6210.0,4743.0,3795.0,5046.0
59:38.3,17222.0394,4802.0,4587.0,6194.0,4718.0,3794.0,5064.0
01:41.9,17345.63447,4864.0,4579.0,6484.0,4666.0,3755.0,5054.0
03:45.4,17469.14054,4821.0,4590.0,6693.0,4610.0,3764.0,5010.0
05:57.9,17601.66212,4823.0,4595.0,6878.0,4637.0,3759.0,5006.0
08:06.0,17729.75151,4789.0,4579.0,6963.0,4700.0,3773.0,5006.0
10:09.3,17853.00556,4778.0,4577.0,6885.0,4638.0,3748.0,4959.0
12:15.8,17979.5508,4749.0,4566.0,6898.0,4468.0,3752.0,4951.0
14:19.5,18103.17187,4776.0,4543.0,6832.0,4454.0,3753.0,4940.0
16:37.8,18241.51678,4618.0,4511.0,6791.0,4301.0,3773.0,4678.0
